"","F_state_preseason","run_preseason","Potential_Yield","Potential_Yield_EEZ","F_EEZ","ACL","ACL_no_buffer","OFL","MFMT"
"1",0.591532143766492,569370.262941491,504370.262941491,167569.450706819,0.164150758185947,715508.597233889,770115.450706819,418189.597233889,0.27192552306265
