"","F_state_preseason","run_preseason","Potential_Yield","Potential_Yield_EEZ","F_EEZ","ACL","ACL_no_buffer","OFL","MFMT"
"1",0.947847323101539,321148.595814507,300848.595814507,0,0.0824539350150905,78901.5737406277,94516,0,0.0768501116468749
