"","F_state_preseason","run_preseason","Potential_Yield","Potential_Yield_EEZ","F_EEZ","ACL","ACL_no_buffer","OFL","MFMT"
"1",0.383963459947094,881,741,402.72819178661,0.12641995639881,1466.84329528642,1529.72819178661,1381.84329528642,0.396508084962833
