"","F_state_preseason","run_preseason","Potential_Yield","Potential_Yield_EEZ","F_EEZ","ACL","ACL_no_buffer","OFL","MFMT"
"1",0.488984638718562,2325,1575,438.110714979343,0.0836441048844356,2813.42605961235,3110.11071497934,2212.42605961235,0.250351019478334
