"","F_state_preseason","run_preseason","Potential_Yield","Potential_Yield_EEZ","F_EEZ","ACL","ACL_no_buff","ACL_single","OFL","MFMT"
"1",0.0439090121923366,18406,4906,4097.81072158785,0.0370529025874834,14219.8334814226,16423.8107215879,13915.8334814226,16119.8107215879,0.138249892435797
